ID,Temperature (degC),Pressure (Pa),Humidity (%),Latitude (deg),Latitude (deg),BME180 Chip ID,BME180 Chip VERSION,Time
298,19.62,804.1212461872046,21.418001930936864,38.848506225,-104.823960308,96,0,20:08:13.194516
299,19.63,804.1483213961864,21.347488138382925,Unknown,Unknown,96,0,20:08:14.196782
300,19.63,804.1545146478205,21.417784203771784,Unknown,Unknown,96,0,20:08:15.192728
301,19.63,804.174803544916,21.557693730493533,Unknown,Unknown,96,0,20:08:16.192727
302,19.64,804.0956884601464,21.487192733929998,Unknown,Unknown,96,0,20:08:17.192364
303,19.64,804.1388055445324,21.510440791355013,,,96,0,20:08:18.193724
304,19.65,804.1289574358752,21.58040151031366,Unknown,Unknown,96,0,20:08:18.548492
305,19.65,804.0926263739326,21.66787840442657,Unknown,Unknown,96,0,20:08:19.192249
306,19.65,804.1455921030432,21.69707285658496,Unknown,Unknown,96,0,20:08:20.192341
307,19.65,804.0861709952457,21.708536157962183,38.848457386,-104.823862503,96,0,20:08:21.193109
308,19.65,804.1092609261614,21.7378376397314,38.848466181,-104.823814384,96,0,20:08:22.203272
309,19.65,804.1126540593306,21.807796260271406,Unknown,Unknown,96,0,20:08:23.199375
310,19.66,804.1095918018534,21.877541797414214,Unknown,Unknown,96,0,20:08:24.192130
311,19.66,804.0929570645784,21.86597062412493,Unknown,Unknown,96,0,20:08:25.196408
312,19.66,804.0865014180795,21.79569192194626,38.848279873,-104.823520109,96,0,20:08:26.195914
313,19.66,804.1394684142614,21.766497296645152,38.848285974,-104.823377445,96,0,20:08:27.202986
314,19.67,804.0898944218228,21.696321901089398,,,96,0,20:08:28.207505
315,19.68,804.0970104663502,21.660642115664533,Unknown,Unknown,96,0,20:08:28.548327
316,19.68,804.0936174768738,21.619874068956072,Unknown,Unknown,96,0,20:08:29.195406
317,19.68,804.1201016085033,21.596516393006663,38.848329158,-104.823886004,96,0,20:08:30.195249
318,19.68,804.0970104663502,21.526334134529595,Unknown,Unknown,96,0,20:08:31.207994
319,19.68,804.0970104663502,21.46209803549724,Unknown,Unknown,96,0,20:08:32.198159
320,19.68,804.0970104663502,21.45625833086269,38.848699828,-104.824193293,96,0,20:08:33.197841
321,19.69,804.0942081953218,21.473443287028648,38.848926557,-104.824339641,96,0,20:08:34.209285
322,19.68,804.083768352837,21.49713605586664,38.848905831,-104.824771252,96,0,20:08:35.198994
323,19.68,804.0372565002284,21.39223904298694,38.848923305,-104.825075979,96,0,20:08:36.199930
324,19.69,804.0809659192503,21.298245327192443,38.848935033,-104.825307027,96,0,20:08:37.199953
325,19.68,804.083768352837,21.181781070659554,,,96,0,20:08:38.201448
326,19.69,804.0908152395953,21.152350687394094,38.848949962,-104.825499461,96,0,20:08:38.542167
327,19.68,804.0705262436926,21.111698273371662,38.848947898,-104.82565263,96,0,20:08:39.199776
328,19.69,804.0843588273882,21.082044739875453,38.848960369,-104.825730057,96,0,20:08:40.199234
329,19.7,804.1077800848522,21.04666848366187,38.84896106,-104.825805121,96,0,20:08:41.197454
330,19.7,804.0880808707948,20.958834611099814,38.84898234,-104.825866727,96,0,20:08:42.194971
331,19.7,804.0846879835995,20.883014672556595,38.848970652,-104.825913985,96,0,20:08:43.197872
332,19.71,804.134594795423,20.795061714914137,38.848980178,-104.82596637,96,0,20:08:44.197980
333,19.7,804.0615956894774,20.748557402867977,38.848997579,-104.826019944,96,0,20:08:45.197441
334,19.71,804.1179590719481,20.614093350852443,38.848992016,-104.826066122,96,0,20:08:46.196611
335,19.72,804.0951954154899,20.520057900077934,38.849003465,-104.826094696,96,0,20:08:47.197212
336,19.72,804.1050454066851,20.485121259831562,,,96,0,20:08:48.197678
337,19.73,804.0822807160957,20.46702353920316,38.849002615,-104.82612221,96,0,20:08:48.538016
338,19.73,804.0955238427206,20.47870756620952,38.848999403,-104.826139476,96,0,20:08:49.196945
339,19.75,804.0896551375013,20.53643403686894,38.849002934,-104.826163676,96,0,20:08:50.196873
340,19.73,804.1220101090782,20.63059632091285,38.848997857,-104.826177844,96,0,20:08:51.197067
341,19.74,804.0961129330965,21.103293789910563,38.849001881,-104.826192667,96,0,20:08:52.197347
342,19.75,804.1263207429704,21.330541224901577,38.848996776,-104.82620525,96,0,20:08:53.195035
343,19.76,804.0634953324308,21.172723812324936,38.84899109,-104.826213485,96,0,20:08:54.197556
344,19.77,804.0770659634786,20.71663053062635,38.848995341,-104.826220259,96,0,20:08:55.196743
345,19.77,804.0672147151395,20.69899112940646,38.848934297,-104.826229323,96,0,20:08:56.197525
346,19.77,804.1201904323211,20.582146404702392,38.848914767,-104.826236422,96,0,20:08:57.197618
347,19.77,804.0937025649906,20.880092641074945,,,96,0,20:08:58.198623
348,19.79,804.1042075450341,20.896834110023626,38.848903336,-104.826244169,96,0,20:08:58.539297
349,19.79,804.0413785325375,20.651346377948734,38.848937826,-104.826265782,96,0,20:08:59.199269
350,19.78,804.0743263318977,20.359439918044153,38.848946647,-104.826280932,96,0,20:09:00.197311
351,19.78,804.08417791571,20.14336172277564,38.848962563,-104.826287163,96,0,20:09:01.199788
352,19.78,804.070933726073,20.12583194291633,38.848966918,-104.826307362,96,0,20:09:02.199552
353,19.78,804.0974221097168,19.892093045890466,38.848980785,-104.826327935,96,0,20:09:03.198942
354,19.8,804.0816985103849,19.762690840617264,38.848982815,-104.826335973,96,0,20:09:04.196517
355,19.8,804.1115803603504,19.715818665491568,38.848993817,-104.826343779,96,0,20:09:05.200043
356,19.8,804.0684539455398,19.698404849546716,38.848995242,-104.826339293,96,0,20:09:06.199365
357,19.8,804.0850911090421,19.698285902486877,38.849015634,-104.826352194,96,0,20:09:07.200448
358,19.8,804.0884837143516,19.657256589922962,,,96,0,20:09:08.202108
359,19.8,804.1214322311414,19.622428954676653,38.849039477,-104.826351392,96,0,20:09:08.542270
360,19.81,804.0653868754706,19.627915247724374,38.849059642,-104.826351552,96,0,20:09:09.204003
361,19.8,804.0912894608286,19.721909660205597,38.849071361,-104.826343576,96,0,20:09:10.201111
362,19.8,804.0884837143516,19.931931164201508,38.849069832,-104.826326815,96,0,20:09:11.198683
363,19.81,804.0986615701936,19.966642230235486,38.849073273,-104.826315175,96,0,20:09:12.200502
364,19.81,804.1085137311585,19.978447445518434,38.849066216,-104.826293008,96,0,20:09:13.200372
365,19.82,804.1054468406808,20.05991042684471,38.849054,-104.8262879,96,0,20:09:14.202290
366,19.82,804.1156247962961,20.018651841347996,38.849043383,-104.826269122,96,0,20:09:15.199346
367,19.82,804.1156247962961,19.895925038559795,38.849038997,-104.826258523,96,0,20:09:16.201365
368,19.82,804.1156247962961,19.92514610126569,38.849025846,-104.826246212,96,0,20:09:17.200648
369,19.81,804.1152990968508,20.03080804458475,,,96,0,20:09:18.200814
370,19.83,804.0925271425596,20.018534726184697,38.849013795,-104.826219127,96,0,20:09:18.541762
371,19.82,804.089134585895,20.03618388590848,38.849002974,-104.826199848,96,0,20:09:19.200628
372,19.83,804.1027048524546,20.09415667230453,38.848988721,-104.82617603,96,0,20:09:20.202041
373,19.82,804.0758894872503,20.10631117455582,38.84897678,-104.826155481,96,0,20:09:21.200924
374,19.83,804.1390480862875,20.10596134154659,38.848966574,-104.8261402,96,0,20:09:22.198801
375,19.82,804.1288699080525,20.047871866193542,38.848960859,-104.826124172,96,0,20:09:23.200419
376,19.83,804.1190174614695,19.90165147989411,38.84894942,-104.826101642,96,0,20:09:24.200257
377,19.82,804.1220844891493,19.79680836746242,38.848943962,-104.82608382,96,0,20:09:25.199527
378,19.82,804.1421150241794,19.708904385686598,38.84894885,-104.826079756,96,0,20:09:26.197053
379,19.83,804.1190174614695,19.656183793067633,38.848946045,-104.826066974,96,0,20:09:27.198951
380,19.82,804.1353294967676,19.662385986023704,,,96,0,20:09:28.198564
381,19.82,804.1122321377733,19.65642221105688,38.848943243,-104.826064881,96,0,20:09:28.539287
382,19.81,804.1417888994403,19.67431329551772,38.848929662,-104.826047865,96,0,20:09:29.197039
383,19.81,804.1417888994403,19.69184668406225,38.848915804,-104.826056021,96,0,20:09:30.198602
384,19.81,804.085416734079,19.674432391109626,38.848911307,-104.826059417,96,0,20:09:31.200929
385,19.8,804.1017283920746,19.66310095712116,38.848914414,-104.826058526,96,0,20:09:32.199247
386,19.8,804.0983357325111,19.645687079771275,38.848919408,-104.826058768,96,0,20:09:33.196129
387,19.81,804.1085137311585,19.604417851423936,38.848912169,-104.826047449,96,0,20:09:34.202330
388,19.81,804.078631598707,19.55778107185378,38.84890015,-104.826054318,96,0,20:09:35.202222
389,19.8,804.1479214001635,19.47047215412981,38.84889905,-104.826061434,96,0,20:09:36.202886
390,19.79,804.1276302175597,19.371363138641804,38.848897734,-104.826065448,96,0,20:09:37.208819
391,19.81,804.1316105353553,19.300610250413456,,,96,0,20:09:38.204049
392,19.81,804.1085137311585,19.247883212936923,38.848893664,-104.826076259,96,0,20:09:38.544065
393,19.8,804.1346768134672,19.178228759522412,38.848892716,-104.826080408,96,0,20:09:39.203015
394,19.8,804.1214322311414,19.149003061115078,38.848903831,-104.826091115,96,0,20:09:40.203916
395,19.79,804.0845041892956,19.10261801239592,38.848916814,-104.826108868,96,0,20:09:41.203544
396,19.8,804.1876551864733,19.049633838362762,38.848926784,-104.826115069,96,0,20:09:42.205769
397,19.78,804.127303333679,19.02699882692181,38.84892519,-104.826110963,96,0,20:09:43.202544
398,19.77,804.1103392860347,19.004232808463286,38.848922553,-104.82611687,96,0,20:09:44.196822
399,19.77,804.1432853714633,18.957718609359436,38.848925559,-104.826113517,96,0,20:09:45.199334
400,19.77,804.133434372541,18.951750317100327,38.848922643,-104.826104025,96,0,20:09:46.199542
401,19.77,804.133434372541,18.94590522006208,38.848935999,-104.826108819,96,0,20:09:47.198982
402,19.77,804.1069464964711,18.93421499633996,,,96,0,20:09:48.199639
403,19.77,804.130041481127,18.94602849278505,38.848935751,-104.826103616,96,0,20:09:48.540346
404,19.76,804.1531362729049,18.969531821219203,38.84893878,-104.826116205,96,0,20:09:49.199935
405,19.76,804.1562010151132,18.911451781539196,38.848956919,-104.826128635,96,0,20:09:50.199957
406,19.76,804.133106574398,18.905483285667646,38.848960145,-104.826133399,96,0,20:09:51.197031
407,19.74,804.0995057579416,18.93544827960093,38.848966669,-104.826145353,96,0,20:09:52.198868
408,19.74,804.1127491600022,18.952982586053647,38.848976004,-104.826156725,96,0,20:09:53.198728
409,19.74,804.1358429896281,18.88881327843252,38.848977168,-104.826167658,96,0,20:09:54.197184
410,19.73,804.0989166946725,18.883348790748414,38.848972827,-104.826166158,96,0,20:09:55.196306
411,19.73,804.1386462635201,18.930106352330483,38.848972256,-104.82618082,96,0,20:09:56.197617
412,19.73,804.1220101090782,18.889317093763932,38.84898186,-104.826184713,96,0,20:09:57.197110
413,19.72,804.1315311479973,18.866556752967508,,,96,0,20:09:58.198751
414,19.72,804.1284672393704,18.889564232225663,38.848982272,-104.82619027,96,0,20:09:58.539361
415,19.72,804.1284672393704,18.907098057980367,38.848996001,-104.82619265,96,0,20:09:59.198771
416,19.71,804.1743229649982,18.942904968243003,38.848998017,-104.82619342,96,0,20:10:00.197291
417,19.7,804.1210225822986,18.838200796571986,38.849007365,-104.826192264,96,0,20:10:01.198104
418,19.71,804.1115023323149,18.808358702585185,38.849016401,-104.826183711,96,0,20:10:02.199126
419,19.7,804.147507590298,18.77391208268438,38.849015219,-104.82617715,96,0,20:10:03.200339
420,19.7,804.141051285857,18.69768365392204,38.849018513,-104.826170054,96,0,20:10:04.203899
421,19.7,804.0945375917744,18.680399092299865,38.849020323,-104.826172137,96,0,20:10:05.196504
422,19.69,804.0908152395953,18.739467069185128,38.84902309,-104.826181347,96,0,20:10:06.195753
423,19.67,804.1364061781459,18.82204040150413,38.849019425,-104.826162491,96,0,20:10:07.196248
424,19.67,804.0966804493032,18.886324126209608,,,96,0,20:10:08.196594
425,19.67,804.1133154325365,18.892044530310418,38.849022284,-104.826170002,96,0,20:10:08.524685
426,19.68,804.1167085171879,18.9912672213494,38.849012775,-104.826173021,96,0,20:10:09.197168
427,19.67,804.0800455856046,19.038385388110566,38.849025804,-104.826180519,96,0,20:10:10.197051
428,19.67,804.0898944218228,19.172908149510583,38.8490238,-104.82619136,96,0,20:10:11.197429
429,19.66,804.1095918018534,19.12640518096412,38.849021718,-104.826186603,96,0,20:10:12.198928
430,19.65,804.0596879486335,19.196890247794858,38.848880345,-104.826128134,96,0,20:10:13.195331
431,19.64,804.1123228882429,19.185691090344392,38.848799279,-104.82608787,96,0,20:10:14.198737
432,19.65,804.1024746798211,19.18556929852362,38.848746352,-104.826074659,96,0,20:10:15.199019
433,19.64,804.0756611126652,19.250328232075447,38.848729027,-104.826070818,96,0,20:10:16.198656
434,19.64,804.035937675452,19.25617106211886,38.848728653,-104.826070091,96,0,20:10:17.197332
435,19.64,804.1255642142038,19.22659216360534,,,96,0,20:10:18.198957
436,19.64,804.0491788168218,19.23864254236077,38.848735556,-104.826076067,96,0,20:10:18.527086
437,19.64,804.0393305516216,19.267735382031386,38.848746963,-104.826076889,96,0,20:10:19.197487
438,19.63,804.0787230276331,19.36754514819038,38.848681831,-104.82605298,96,0,20:10:20.196423
439,19.61,804.0581037263844,19.37996338641417,38.848689573,-104.826058255,96,0,20:10:21.197568
440,19.61,804.0448630643331,19.37996338641417,38.848693563,-104.826062181,96,0,20:10:22.196677
441,19.61,804.0581037263844,19.368278744871542,38.848707829,-104.826075631,96,0,20:10:23.196733
442,19.62,804.0682828443245,19.44970968281671,38.848719177,-104.826084014,96,0,20:10:24.194313
443,19.61,804.047924668467,19.497167517495722,38.848729188,-104.826086129,96,0,20:10:25.196968
444,19.61,804.1008867093548,19.438746903763978,38.848730842,-104.826092291,96,0,20:10:26.197441
445,19.6,804.0377456705772,19.398213474532213,38.848733823,-104.826093728,96,0,20:10:27.197366
446,19.61,804.0744056801758,19.368640863841392,,,96,0,20:10:28.200251
447,19.6,804.0710125657102,19.362919364448043,38.848745247,-104.826101344,96,0,20:10:28.528716
448,19.59,804.0740735577436,19.328228751598527,38.848758198,-104.826106563,96,0,20:10:29.199571
449,19.59,804.0672872803485,19.28173352241431,38.848767427,-104.826111462,96,0,20:10:30.200328
450,19.59,804.0903744300809,19.299381092190814,38.848781476,-104.826108492,96,0,20:10:31.195001
451,19.58,804.0568469056936,19.28210641234674,38.848794456,-104.826109975,96,0,20:10:32.197579
452,19.58,804.0368207845481,19.30571670994872,38.848804964,-104.826114471,96,0,20:10:33.198853
453,19.57,804.0599074628321,19.305837753180974,38.848809723,-104.826115807,96,0,20:10:34.200164
454,19.56,804.0593135689634,19.323856540509837,38.848823892,-104.826133694,96,0,20:10:35.200280
455,19.57,804.0759464485003,19.34126095313928,38.848830496,-104.826140894,96,0,20:10:36.201085
456,19.57,804.0627067450746,19.35878620785128,38.848837106,-104.826150475,96,0,20:10:37.201272
457,19.56,804.0593135689634,19.25959655905273,,,96,0,20:10:38.202121
458,19.57,804.049467046016,19.201055716637118,38.848854126,-104.826161709,96,0,20:10:38.530480
459,19.55,804.0820659354191,19.14920891716592,38.848845383,-104.826154695,96,0,20:10:39.202449
460,19.54,804.061706242674,19.114890154603454,38.848861584,-104.826168097,96,0,20:10:40.204145
461,19.54,804.0684927802208,19.050385370724264,38.848853532,-104.826169439,96,0,20:10:41.201285
462,19.54,804.0718860590076,19.044420914287308,38.848850808,-104.826161519,96,0,20:10:42.198378
463,19.55,804.0620400662976,19.085192136222304,38.848850388,-104.82616088,96,0,20:10:43.200665
464,19.54,804.1014234524132,19.132415347409246,38.848844089,-104.826149983,96,0,20:10:44.200740
465,19.54,804.1577734383703,19.138135075297722,38.848836192,-104.826159764,96,0,20:10:45.201199
466,19.54,804.1014234524132,19.16746546649044,38.848833692,-104.826176672,96,0,20:10:46.200755
467,19.54,804.1279016140725,19.208356822932114,38.848833556,-104.826189599,96,0,20:10:47.199930
468,19.53,804.0746109491698,19.37824108082546,,,96,0,20:10:48.197639
469,19.53,804.0946366160825,19.43641175047639,38.848837063,-104.826193106,96,0,20:10:48.525894
470,19.53,804.0549197318306,19.48314051627318,38.848839216,-104.826210551,96,0,20:10:49.198695
471,19.51,804.0841214896634,19.513184301573432,38.848830186,-104.826225541,96,0,20:10:50.200246
472,19.49,804.0964278063071,19.619279138687677,38.848833756,-104.826223976,96,0,20:10:51.199528
473,19.51,804.1035506024413,19.729532247262203,38.848813461,-104.826213836,96,0,20:10:52.199721
474,19.5,804.0967635885587,19.823212332590042,38.848813654,-104.826214232,96,0,20:10:53.195794
475,19.5,804.1130595614158,19.765165724587302,38.848811951,-104.826213934,96,0,20:10:54.199173
476,19.49,804.1127232713363,19.788998800192783,38.848812688,-104.82621582,96,0,20:10:55.199450
477,19.49,804.0994852599814,19.94083369777127,38.848820356,-104.826220047,96,0,20:10:56.199473
478,19.49,804.1361423285948,19.97552027502888,38.848829821,-104.826235718,96,0,20:10:57.199527
479,19.48,804.0859110654371,19.94714240380644,,,96,0,20:10:58.199122
480,19.48,804.1225676199058,19.95263025803224,38.848801633,-104.826236052,96,0,20:10:58.527458
481,19.46,804.0689434725905,19.901013430584815,38.848808588,-104.826248736,96,0,20:10:59.199389
482,19.45,804.0849766768406,19.837141690879662,38.848814424,-104.826264813,96,0,20:11:00.196339
483,19.46,804.055705953821,19.790062281446133,38.848821334,-104.826272449,96,0,20:11:01.199684
484,19.47,804.1022057573048,19.760627370112253,38.848823396,-104.826282664,96,0,20:11:02.198717
485,19.46,804.0954185232264,19.784222648599,38.848826409,-104.826289793,96,0,20:11:03.199465
486,19.46,804.1052623938313,19.75514269033806,38.848828886,-104.826290614,96,0,20:11:04.199198
487,19.46,804.065549974068,19.731783998080434,38.848825889,-104.826301357,96,0,20:11:05.199157
488,19.45,804.1080577161708,19.650393352924183,38.848829722,-104.826299923,96,0,20:11:06.198967
489,19.43,804.0843020387117,19.72129913113484,38.848819296,-104.826325659,96,0,20:11:07.198467
490,19.44,804.0744586972687,19.797092042721523,,,96,0,20:11:08.198754
491,19.44,804.094483003231,19.79685585362894,38.848803349,-104.826354044,96,0,20:11:08.526830
492,19.44,804.0680088114168,19.785177143693854,38.848804574,-104.826357125,96,0,20:11:09.198463
493,19.43,804.0941452827134,19.738935628516032,38.848791028,-104.826364856,96,0,20:11:10.197437
494,19.42,804.1070439167802,19.70437408694557,38.848782723,-104.82637553,96,0,20:11:11.196380
495,19.42,804.0340735819168,19.687093775251252,38.848776935,-104.826380222,96,0,20:11:12.199426
496,19.43,804.110775922512,19.674583839463757,38.848765698,-104.826393401,96,0,20:11:13.200089
497,19.44,804.0778522978627,19.645148520422588,38.848768005,-104.826407317,96,0,20:11:14.198935
498,19.43,804.0975389784293,19.633707441237394,38.848757853,-104.826419425,96,0,20:11:15.198851
499,19.42,804.0805705667063,19.686856344694416,38.848754064,-104.826426724,96,0,20:11:16.200175
